Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Lung cancer,"Low 95% confidence interval, mortality",v2018212,72.2.4.2,65.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Lung cancer,"High 95% confidence interval, mortality",v2018213,72.2.4.3,78.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Female breast cancer,Mortality,v2018214,72.2.5.1,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Female breast cancer,"Low 95% confidence interval, mortality",v2018215,72.2.5.2,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Female breast cancer,"High 95% confidence interval, mortality",v2018216,72.2.5.3,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Prostate cancer,Mortality,v2018217,72.2.6.1,25.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Prostate cancer,"Low 95% confidence interval, mortality",v2018218,72.2.6.2,21.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Prostate cancer,"High 95% confidence interval, mortality",v2018219,72.2.6.3,29.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Circulatory diseases,Mortality,v2018220,72.2.7.1,313.4
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Circulatory diseases,"Low 95% confidence interval, mortality",v2018221,72.2.7.2,300.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Circulatory diseases,"High 95% confidence interval, mortality",v2018222,72.2.7.3,326.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Ischaemic heart diseases,Mortality,v2018223,72.2.8.1,199.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2018224,72.2.8.2,188.4
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2018225,72.2.8.3,209.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other circulatory diseases,Mortality,v2018226,72.2.9.1,62.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other circulatory diseases,"Low 95% confidence interval, mortality",v2018227,72.2.9.2,56.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other circulatory diseases,"High 95% confidence interval, mortality",v2018228,72.2.9.3,68.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Cerebrovascular diseases,Mortality,v2018229,72.2.10.1,51.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2018230,72.2.10.2,46.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2018231,72.2.10.3,57.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2018232,72.2.11.1,84.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2018233,72.2.11.2,77.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2018234,72.2.11.3,91.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Pneumonia and influenza,Mortality,v2018235,72.2.12.1,39.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2018236,72.2.12.2,34.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Pneumonia and influenza,"High 95% confidence interval, mortality",v2018237,72.2.12.3,44.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,"Bronchitis, emphysema and asthma",Mortality,v2018238,72.2.13.1,5.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2018239,72.2.13.2,3.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2018240,72.2.13.3,6.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other respiratory diseases,Mortality,v2018241,72.2.14.1,39.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other respiratory diseases,"Low 95% confidence interval, mortality",v2018242,72.2.14.2,34.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,All other respiratory diseases,"High 95% confidence interval, mortality",v2018243,72.2.14.3,44.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Unintentional injuries,Mortality,v2018244,72.2.15.1,27.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Unintentional injuries,"Low 95% confidence interval, mortality",v2018245,72.2.15.2,23.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Unintentional injuries,"High 95% confidence interval, mortality",v2018246,72.2.15.3,31.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Suicides and self-inflicted injuries,Mortality,v2018247,72.2.16.1,13.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2018248,72.2.16.2,10.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2018249,72.2.16.3,15.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Human immunodeficiency virus (HIV) infection,Mortality,v2018250,72.2.17.1,4.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2018251,72.2.17.2,3.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Males,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2018252,72.2.17.3,6.4
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Total, all causes of death",Mortality,v2018253,72.3.1.1,556.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Total, all causes of death","Low 95% confidence interval, mortality",v2018254,72.3.1.2,542.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Total, all causes of death","High 95% confidence interval, mortality",v2018255,72.3.1.3,570.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All malignant neoplasms (cancers),Mortality,v2018256,72.3.2.1,158.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2018257,72.3.2.2,150.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2018258,72.3.2.3,166.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Colorectal cancer,Mortality,v2018259,72.3.3.1,14.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Colorectal cancer,"Low 95% confidence interval, mortality",v2018260,72.3.3.2,12.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Colorectal cancer,"High 95% confidence interval, mortality",v2018261,72.3.3.3,16.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Lung cancer,Mortality,v2018262,72.3.4.1,33.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Lung cancer,"Low 95% confidence interval, mortality",v2018263,72.3.4.2,29.4
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Lung cancer,"High 95% confidence interval, mortality",v2018264,72.3.4.3,36.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Female breast cancer,Mortality,v2018265,72.3.5.1,31.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Female breast cancer,"Low 95% confidence interval, mortality",v2018266,72.3.5.2,27.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Female breast cancer,"High 95% confidence interval, mortality",v2018267,72.3.5.3,34.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Prostate cancer,Mortality,v2018268,72.3.6.1,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Prostate cancer,"Low 95% confidence interval, mortality",v2018269,72.3.6.2,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Prostate cancer,"High 95% confidence interval, mortality",v2018270,72.3.6.3,0.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Circulatory diseases,Mortality,v2018271,72.3.7.1,194.7
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Circulatory diseases,"Low 95% confidence interval, mortality",v2018272,72.3.7.2,186.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Circulatory diseases,"High 95% confidence interval, mortality",v2018273,72.3.7.3,202.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Ischaemic heart diseases,Mortality,v2018274,72.3.8.1,106.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2018275,72.3.8.2,100.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2018276,72.3.8.3,112.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other circulatory diseases,Mortality,v2018277,72.3.9.1,47.4
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other circulatory diseases,"Low 95% confidence interval, mortality",v2018278,72.3.9.2,43.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other circulatory diseases,"High 95% confidence interval, mortality",v2018279,72.3.9.3,51.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Cerebrovascular diseases,Mortality,v2018280,72.3.10.1,41.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2018281,72.3.10.2,37.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2018282,72.3.10.3,44.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2018283,72.3.11.1,48.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2018284,72.3.11.2,43.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2018285,72.3.11.3,52.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Pneumonia and influenza,Mortality,v2018286,72.3.12.1,24.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2018287,72.3.12.2,21.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Pneumonia and influenza,"High 95% confidence interval, mortality",v2018288,72.3.12.3,27.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Bronchitis, emphysema and asthma",Mortality,v2018289,72.3.13.1,4.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2018290,72.3.13.2,2.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2018291,72.3.13.3,5.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other respiratory diseases,Mortality,v2018292,72.3.14.1,19.5
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other respiratory diseases,"Low 95% confidence interval, mortality",v2018293,72.3.14.2,16.8
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,All other respiratory diseases,"High 95% confidence interval, mortality",v2018294,72.3.14.3,22.1
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Unintentional injuries,Mortality,v2018295,72.3.15.1,17.3
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Unintentional injuries,"Low 95% confidence interval, mortality",v2018296,72.3.15.2,14.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Unintentional injuries,"High 95% confidence interval, mortality",v2018297,72.3.15.3,19.9
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Suicides and self-inflicted injuries,Mortality,v2018298,72.3.16.1,3.6
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2018299,72.3.16.2,2.2
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2018300,72.3.16.3,5.0
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Human immunodeficiency virus (HIV) infection,Mortality,v2018301,72.3.17.1,0 s
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2018302,72.3.17.2,0 s
1996,"Hamilton-Wentworth Public Health Unit, Ontario",3537,Females,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2018303,72.3.17.3,0 s
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Total, all causes of death",Mortality,v2018304,73.1.1.1,719.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Total, all causes of death","Low 95% confidence interval, mortality",v2018305,73.1.1.2,699.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Total, all causes of death","High 95% confidence interval, mortality",v2018306,73.1.1.3,740.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All malignant neoplasms (cancers),Mortality,v2018307,73.1.2.1,187.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2018308,73.1.2.2,176.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2018309,73.1.2.3,198.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Colorectal cancer,Mortality,v2018310,73.1.3.1,19.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Colorectal cancer,"Low 95% confidence interval, mortality",v2018311,73.1.3.2,16.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Colorectal cancer,"High 95% confidence interval, mortality",v2018312,73.1.3.3,23.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Lung cancer,Mortality,v2018313,73.1.4.1,56.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Lung cancer,"Low 95% confidence interval, mortality",v2018314,73.1.4.2,50.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Lung cancer,"High 95% confidence interval, mortality",v2018315,73.1.4.3,62.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Female breast cancer,Mortality,v2018316,73.1.5.1,14.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Female breast cancer,"Low 95% confidence interval, mortality",v2018317,73.1.5.2,11.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Female breast cancer,"High 95% confidence interval, mortality",v2018318,73.1.5.3,17.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Prostate cancer,Mortality,v2018319,73.1.6.1,10.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Prostate cancer,"Low 95% confidence interval, mortality",v2018320,73.1.6.2,7.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Prostate cancer,"High 95% confidence interval, mortality",v2018321,73.1.6.3,12.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Circulatory diseases,Mortality,v2018322,73.1.7.1,283.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Circulatory diseases,"Low 95% confidence interval, mortality",v2018323,73.1.7.2,271.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Circulatory diseases,"High 95% confidence interval, mortality",v2018324,73.1.7.3,296.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Ischaemic heart diseases,Mortality,v2018325,73.1.8.1,173.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2018326,73.1.8.2,163.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2018327,73.1.8.3,183.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other circulatory diseases,Mortality,v2018328,73.1.9.1,53.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other circulatory diseases,"Low 95% confidence interval, mortality",v2018329,73.1.9.2,47.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other circulatory diseases,"High 95% confidence interval, mortality",v2018330,73.1.9.3,58.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Cerebrovascular diseases,Mortality,v2018331,73.1.10.1,57.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2018332,73.1.10.2,51.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2018333,73.1.10.3,62.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2018334,73.1.11.1,73.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2018335,73.1.11.2,66.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2018336,73.1.11.3,79.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Pneumonia and influenza,Mortality,v2018337,73.1.12.1,28.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2018338,73.1.12.2,24.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Pneumonia and influenza,"High 95% confidence interval, mortality",v2018339,73.1.12.3,32.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Bronchitis, emphysema and asthma",Mortality,v2018340,73.1.13.1,4.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2018341,73.1.13.2,3.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2018342,73.1.13.3,6.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other respiratory diseases,Mortality,v2018343,73.1.14.1,39.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other respiratory diseases,"Low 95% confidence interval, mortality",v2018344,73.1.14.2,34.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,All other respiratory diseases,"High 95% confidence interval, mortality",v2018345,73.1.14.3,44.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Unintentional injuries,Mortality,v2018346,73.1.15.1,29.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Unintentional injuries,"Low 95% confidence interval, mortality",v2018347,73.1.15.2,24.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Unintentional injuries,"High 95% confidence interval, mortality",v2018348,73.1.15.3,33.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Suicides and self-inflicted injuries,Mortality,v2018349,73.1.16.1,10.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Suicides and self-inflicted injuries,"Low 95% confidence interval, mortality",v2018350,73.1.16.2,7.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Suicides and self-inflicted injuries,"High 95% confidence interval, mortality",v2018351,73.1.16.3,12.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Human immunodeficiency virus (HIV) infection,Mortality,v2018352,73.1.17.1,3.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Human immunodeficiency virus (HIV) infection,"Low 95% confidence interval, mortality",v2018353,73.1.17.2,1.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Both sexes,Human immunodeficiency virus (HIV) infection,"High 95% confidence interval, mortality",v2018354,73.1.17.3,5.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Total, all causes of death",Mortality,v2018355,73.2.1.1,927.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Total, all causes of death","Low 95% confidence interval, mortality",v2018356,73.2.1.2,891.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Total, all causes of death","High 95% confidence interval, mortality",v2018357,73.2.1.3,964.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All malignant neoplasms (cancers),Mortality,v2018358,73.2.2.1,230.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All malignant neoplasms (cancers),"Low 95% confidence interval, mortality",v2018359,73.2.2.2,211.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All malignant neoplasms (cancers),"High 95% confidence interval, mortality",v2018360,73.2.2.3,248.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Colorectal cancer,Mortality,v2018361,73.2.3.1,25.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Colorectal cancer,"Low 95% confidence interval, mortality",v2018362,73.2.3.2,19.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Colorectal cancer,"High 95% confidence interval, mortality",v2018363,73.2.3.3,31.5
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Lung cancer,Mortality,v2018364,73.2.4.1,77.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Lung cancer,"Low 95% confidence interval, mortality",v2018365,73.2.4.2,66.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Lung cancer,"High 95% confidence interval, mortality",v2018366,73.2.4.3,87.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Female breast cancer,Mortality,v2018367,73.2.5.1,0.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Female breast cancer,"Low 95% confidence interval, mortality",v2018368,73.2.5.2,0.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Female breast cancer,"High 95% confidence interval, mortality",v2018369,73.2.5.3,0.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Prostate cancer,Mortality,v2018370,73.2.6.1,26.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Prostate cancer,"Low 95% confidence interval, mortality",v2018371,73.2.6.2,20.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Prostate cancer,"High 95% confidence interval, mortality",v2018372,73.2.6.3,33.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Circulatory diseases,Mortality,v2018373,73.2.7.1,362.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Circulatory diseases,"Low 95% confidence interval, mortality",v2018374,73.2.7.2,339.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Circulatory diseases,"High 95% confidence interval, mortality",v2018375,73.2.7.3,386.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Ischaemic heart diseases,Mortality,v2018376,73.2.8.1,236.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Ischaemic heart diseases,"Low 95% confidence interval, mortality",v2018377,73.2.8.2,218.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Ischaemic heart diseases,"High 95% confidence interval, mortality",v2018378,73.2.8.3,255.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All other circulatory diseases,Mortality,v2018379,73.2.9.1,64.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All other circulatory diseases,"Low 95% confidence interval, mortality",v2018380,73.2.9.2,54.8
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All other circulatory diseases,"High 95% confidence interval, mortality",v2018381,73.2.9.3,75.0
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Cerebrovascular diseases,Mortality,v2018382,73.2.10.1,61.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Cerebrovascular diseases,"Low 95% confidence interval, mortality",v2018383,73.2.10.2,51.3
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Cerebrovascular diseases,"High 95% confidence interval, mortality",v2018384,73.2.10.3,70.9
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Respiratory diseases (excluding infectious and parasitic diseases),Mortality,v2018385,73.2.11.1,108.4
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Respiratory diseases (excluding infectious and parasitic diseases),"Low 95% confidence interval, mortality",v2018386,73.2.11.2,95.2
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Respiratory diseases (excluding infectious and parasitic diseases),"High 95% confidence interval, mortality",v2018387,73.2.11.3,121.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Pneumonia and influenza,Mortality,v2018388,73.2.12.1,41.1
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Pneumonia and influenza,"Low 95% confidence interval, mortality",v2018389,73.2.12.2,32.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,Pneumonia and influenza,"High 95% confidence interval, mortality",v2018390,73.2.12.3,49.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Bronchitis, emphysema and asthma",Mortality,v2018391,73.2.13.1,6.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Bronchitis, emphysema and asthma","Low 95% confidence interval, mortality",v2018392,73.2.13.2,3.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,"Bronchitis, emphysema and asthma","High 95% confidence interval, mortality",v2018393,73.2.13.3,9.7
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All other respiratory diseases,Mortality,v2018394,73.2.14.1,60.6
1996,"Hastings and Prince Edward Public Health Unit, Ontario",3538,Males,All other respiratory diseases,"Low 95% confidence interval, mortality",v2018395,73.2.14.2,50.9
